<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.09.25	23:00:00	1862.76	1863.77	1859.78	1860.14	1363	0	5
2020.09.28	01:00:00	1862.90	1866.00	1861.12	1864.95	1795	0	5
2020.09.28	02:00:00	1864.96	1865.08	1862.01	1862.64	1387	0	5
2020.09.28	03:00:00	1862.64	1862.68	1859.10	1859.59	3525	0	5
2020.09.28	04:00:00	1859.59	1863.27	1857.70	1862.42	4621	0	5
2020.09.28	05:00:00	1862.41	1863.38	1859.71	1860.66	2760	0	5
2020.09.28	06:00:00	1860.66	1862.76	1859.94	1861.31	2119	0	5
2020.09.28	07:00:00	1861.28	1863.94	1861.08	1861.58	1628	0	5
2020.09.28	08:00:00	1861.52	1861.93	1856.18	1857.15	3353	0	5
2020.09.28	09:00:00	1857.15	1860.54	1856.00	1859.62	5137	0	5
2020.09.28	10:00:00	1859.62	1861.71	1858.13	1858.46	6593	0	5
2020.09.28	11:00:00	1858.44	1859.38	1848.93	1852.36	8199	0	5
2020.09.28	12:00:00	1852.36	1854.53	1850.12	1852.15	6424	0	5
2020.09.28	13:00:00	1852.19	1861.35	1851.01	1857.90	7456	0	5
2020.09.28	14:00:00	1857.90	1865.78	1856.71	1865.20	7731	0	5
2020.09.28	15:00:00	1865.20	1872.44	1862.79	1867.95	10340	0	5
2020.09.28	16:00:00	1867.97	1877.02	1865.56	1867.44	12574	0	5
2020.09.28	17:00:00	1867.44	1872.63	1864.74	1866.23	10792	0	5
2020.09.28	18:00:00	1866.16	1873.45	1866.14	1872.86	7255	0	5
2020.09.28	19:00:00	1872.86	1876.26	1872.46	1874.48	4715	0	5
2020.09.28	20:00:00	1874.48	1880.26	1874.35	1878.36	4603	0	5
2020.09.28	21:00:00	1878.36	1882.90	1877.89	1881.64	3701	0	5
2020.09.28	22:00:00	1881.64	1882.14	1877.31	1881.26	3998	0	5
2020.09.28	23:00:00	1881.26	1882.96	1880.78	1881.84	1214	0	5
2020.09.29	01:00:00	1881.24	1881.89	1878.90	1880.37	1493	0	5
2020.09.29	02:00:00	1880.37	1883.77	1880.32	1882.71	1437	0	5
2020.09.29	03:00:00	1882.71	1886.17	1881.93	1883.26	2761	0	5
2020.09.29	04:00:00	1883.26	1887.11	1881.10	1884.78	4114	0	5
2020.09.29	05:00:00	1884.78	1887.22	1882.70	1883.38	2872	0	5
2020.09.29	06:00:00	1883.45	1884.27	1881.79	1882.88	1958	0	5
2020.09.29	07:00:00	1882.92	1883.98	1880.49	1881.51	1864	0	5
2020.09.29	08:00:00	1881.51	1882.00	1875.49	1878.52	3820	0	5
2020.09.29	09:00:00	1878.52	1884.33	1877.23	1884.07	5435	0	5
2020.09.29	10:00:00	1884.07	1884.69	1878.98	1883.17	7116	0	5
2020.09.29	11:00:00	1883.17	1883.25	1880.40	1881.90	5347	0	5
2020.09.29	12:00:00	1881.90	1886.20	1881.38	1886.10	6284	0	5
2020.09.29	13:00:00	1886.10	1886.23	1881.89	1886.04	5039	0	5
2020.09.29	14:00:00	1886.05	1890.24	1885.58	1886.79	6320	0	5
2020.09.29	15:00:00	1886.79	1886.88	1877.38	1884.04	9306	0	5
2020.09.29	16:00:00	1884.16	1889.32	1881.00	1886.37	10967	0	5
2020.09.29	17:00:00	1886.39	1892.11	1884.42	1886.94	12123	0	5
2020.09.29	18:00:00	1886.94	1893.02	1885.31	1890.09	9757	0	5
2020.09.29	19:00:00	1890.09	1895.68	1889.37	1895.55	7261	0	5
2020.09.29	20:00:00	1895.57	1899.12	1893.78	1896.86	5984	0	5
2020.09.29	21:00:00	1896.86	1897.79	1895.58	1896.45	4016	0	5
2020.09.29	22:00:00	1896.46	1898.01	1894.38	1897.47	4894	0	5
2020.09.29	23:00:00	1897.51	1898.68	1896.84	1897.48	1590	0	5
2020.09.30	01:00:00	1897.69	1899.14	1897.15	1898.73	572	0	5
2020.09.30	02:00:00	1898.73	1899.35	1896.78	1896.84	1152	0	5
2020.09.30	03:00:00	1896.84	1897.04	1894.34	1894.87	2472	0	5
2020.09.30	04:00:00	1894.87	1897.54	1892.65	1894.42	4473	0	5
2020.09.30	05:00:00	1894.42	1896.76	1892.26	1892.72	3587	0	5
2020.09.30	06:00:00	1892.71	1892.81	1887.74	1889.32	3959	0	5
2020.09.30	07:00:00	1889.32	1890.81	1887.10	1890.32	2227	0	5
2020.09.30	08:00:00	1890.32	1891.90	1887.68	1887.73	2911	0	5
2020.09.30	09:00:00	1887.73	1889.36	1883.66	1889.21	5604	0	5
2020.09.30	10:00:00	1889.22	1890.22	1883.83	1887.54	5693	0	5
2020.09.30	11:00:00	1887.54	1888.83	1882.60	1883.63	4790	0	5
2020.09.30	12:00:00	1883.58	1884.95	1881.34	1884.77	4381	0	5
2020.09.30	13:00:00	1884.79	1887.94	1882.46	1885.14	4297	0	5
2020.09.30	14:00:00	1885.14	1886.83	1882.86	1883.93	4429	0	5
2020.09.30	15:00:00	1883.92	1900.19	1881.87	1895.31	8926	0	5
2020.09.30	16:00:00	1895.36	1896.92	1881.67	1885.61	10830	0	5
2020.09.30	17:00:00	1885.65	1892.17	1884.09	1892.11	12529	0	5
2020.09.30	18:00:00	1892.16	1902.27	1890.92	1896.14	10839	0	5
2020.09.30	19:00:00	1896.14	1898.23	1893.42	1897.82	6990	0	5
2020.09.30	20:00:00	1897.79	1897.79	1887.51	1893.05	8166	0	5
2020.09.30	21:00:00	1893.05	1895.35	1887.20	1890.16	8343	0	5
2020.09.30	22:00:00	1890.09	1890.73	1885.19	1886.32	6092	0	5
2020.09.30	23:00:00	1886.40	1888.05	1884.66	1885.23	1422	0	5
2020.10.01	01:00:00	1887.32	1888.85	1886.23	1888.81	1038	0	6
2020.10.01	02:00:00	1888.82	1888.82	1886.98	1887.72	1274	0	6
2020.10.01	03:00:00	1887.62	1888.33	1884.67	1885.16	2544	0	5
2020.10.01	04:00:00	1885.16	1891.24	1885.11	1887.78	3569	0	5
2020.10.01	05:00:00	1887.80	1892.53	1887.73	1892.39	2311	0	5
2020.10.01	06:00:00	1892.36	1892.87	1890.88	1892.44	1481	0	5
2020.10.01	07:00:00	1892.43	1895.47	1892.10	1894.41	1813	0	5
2020.10.01	08:00:00	1894.41	1894.57	1892.45	1892.94	1825	0	5
2020.10.01	09:00:00	1892.95	1900.03	1892.78	1896.92	4143	0	5
2020.10.01	10:00:00	1896.87	1900.26	1894.62	1897.07	5196	0	5
2020.10.01	11:00:00	1897.06	1897.35	1893.40	1894.38	4173	0	5
2020.10.01	12:00:00	1894.38	1898.28	1893.24	1897.58	3958	0	5
2020.10.01	13:00:00	1897.57	1898.21	1895.32	1896.48	3692	0	5
2020.10.01	14:00:00	1896.48	1902.25	1895.52	1900.60	5194	0	5
2020.10.01	15:00:00	1900.60	1909.28	1897.10	1903.64	7925	0	5
2020.10.01	16:00:00	1903.64	1906.77	1900.53	1902.48	10160	0	5
2020.10.01	17:00:00	1902.47	1905.38	1896.33	1904.15	11912	0	5
2020.10.01	18:00:00	1904.17	1912.12	1904.17	1910.63	10064	0	5
2020.10.01	19:00:00	1910.56	1911.08	1906.32	1908.52	10710	0	5
2020.10.01	20:00:00	1908.53	1911.73	1905.87	1906.44	10415	0	5
2020.10.01	21:00:00	1906.35	1909.92	1904.82	1909.66	11441	0	5
2020.10.01	22:00:00	1909.57	1910.55	1903.83	1903.89	10458	0	5
2020.10.01	23:00:00	1903.86	1906.61	1903.71	1905.94	4526	0	5
2020.10.02	01:00:00	1904.72	1907.41	1904.61	1905.70	1272	0	5
2020.10.02	02:00:00	1905.71	1905.77	1902.60	1903.27	1394	0	5
2020.10.02	03:00:00	1903.14	1903.55	1899.55	1900.54	2800	0	5
2020.10.02	04:00:00	1900.50	1901.22	1897.30	1897.83	2538	0	5
2020.10.02	05:00:00	1897.80	1898.18	1891.32	1893.22	3059	0	5
2020.10.02	06:00:00	1893.24	1896.03	1892.03	1894.52	2010	0	5
2020.10.02	07:00:00	1894.50	1895.68	1890.54	1891.23	2297	0	5
2020.10.02	08:00:00	1891.23	1909.05	1889.76	1905.36	8033	0	5
2020.10.02	09:00:00	1905.36	1917.10	1905.36	1912.65	6470	0	5
2020.10.02	10:00:00	1912.64	1915.46	1907.65	1909.69	5958	0	5
2020.10.02	11:00:00	1909.69	1912.78	1905.25	1906.05	5409	0	5
2020.10.02	12:00:00	1906.05	1910.20	1905.41	1907.49	4271	0	5
2020.10.02	13:00:00	1907.47	1909.53	1906.05	1907.90	4392	0	5
2020.10.02	14:00:00	1907.96	1910.61	1906.50	1908.27	5122	0	5
2020.10.02	15:00:00	1908.27	1912.03	1905.66	1911.61	9052	0	5
2020.10.02	16:00:00	1911.59	1911.84	1898.18	1902.87	10216	0	5
2020.10.02	17:00:00	1902.91	1907.30	1900.51	1903.67	8517	0	5
2020.10.02	18:00:00	1903.67	1909.71	1899.54	1900.56	7781	0	5
2020.10.02	19:00:00	1900.52	1905.55	1898.50	1901.38	6729	0	5
2020.10.02	20:00:00	1901.25	1903.22	1898.68	1901.03	5199	0	5
2020.10.02	21:00:00	1900.99	1903.64	1900.76	1903.12	3680	0	5
2020.10.02	22:00:00	1903.12	1904.53	1901.39	1901.62	3130	0	5
2020.10.02	23:00:00	1901.62	1902.03	1899.01	1900.58	1126	0	5
2020.10.05	01:00:00	1903.47	1904.13	1898.08	1900.34	1735	0	5
2020.10.05	02:00:00	1900.34	1904.32	1899.61	1903.00	2189	0	5
2020.10.05	03:00:00	1903.00	1903.10	1898.69	1900.89	2971	0	5
2020.10.05	04:00:00	1900.89	1901.13	1897.80	1900.84	2855	0	5
2020.10.05	05:00:00	1900.84	1901.10	1897.59	1899.29	2312	0	5
2020.10.05	06:00:00	1899.29	1899.35	1891.77	1892.65	3047	0	5
2020.10.05	07:00:00	1892.69	1893.99	1891.57	1893.17	2069	0	5
2020.10.05	08:00:00	1893.17	1894.84	1892.30	1894.61	2021	0	5
2020.10.05	09:00:00	1894.61	1894.61	1891.05	1893.14	3822	0	5
2020.10.05	10:00:00	1893.14	1893.42	1887.05	1892.40	5612	0	5
2020.10.05	11:00:00	1892.38	1898.39	1891.88	1898.00	4308	0	5
2020.10.05	12:00:00	1898.00	1901.53	1897.41	1900.69	3355	0	5
2020.10.05	13:00:00	1900.69	1900.82	1897.84	1900.20	2933	0	5
2020.10.05	14:00:00	1900.20	1903.15	1898.63	1902.06	3648	0	5
2020.10.05	15:00:00	1902.05	1908.40	1902.01	1906.69	6187	0	5
2020.10.05	16:00:00	1906.71	1910.58	1905.55	1909.03	8209	0	5
2020.10.05	17:00:00	1909.03	1918.73	1908.07	1916.94	11160	0	5
2020.10.05	18:00:00	1916.94	1917.37	1912.44	1914.09	8875	0	5
2020.10.05	19:00:00	1914.09	1917.34	1911.94	1916.30	5632	0	5
2020.10.05	20:00:00	1916.30	1916.50	1913.94	1915.52	4295	0	5
2020.10.05	21:00:00	1915.52	1915.52	1913.19	1913.97	4215	0	5
2020.10.05	22:00:00	1913.95	1914.17	1910.82	1910.94	4181	0	5
2020.10.05	23:00:00	1910.92	1914.69	1910.92	1913.65	1111	0	5
2020.10.06	01:00:00	1911.96	1912.87	1911.56	1912.52	973	0	5
2020.10.06	02:00:00	1912.52	1913.44	1911.39	1912.69	1566	0	5
2020.10.06	03:00:00	1912.73	1914.19	1911.38	1914.12	2345	0	5
2020.10.06	04:00:00	1914.12	1914.58	1909.70	1910.89	2617	0	5
2020.10.06	05:00:00	1910.91	1911.29	1908.27	1909.87	1748	0	5
2020.10.06	06:00:00	1909.87	1912.40	1909.30	1912.00	1955	0	5
2020.10.06	07:00:00	1912.00	1912.47	1909.70	1912.26	1502	0	5
2020.10.06	08:00:00	1912.23	1912.38	1910.14	1910.94	1740	0	5
2020.10.06	09:00:00	1910.94	1912.16	1909.17	1911.28	2644	0	5
2020.10.06	10:00:00	1911.26	1914.49	1908.35	1909.47	5139	0	5
2020.10.06	11:00:00	1909.47	1910.74	1906.62	1909.60	4139	0	5
2020.10.06	12:00:00	1909.56	1913.81	1909.10	1912.46	3877	0	5
2020.10.06	13:00:00	1912.46	1913.60	1911.46	1913.14	3205	0	5
2020.10.06	14:00:00	1913.12	1918.08	1912.55	1917.60	4771	0	5
2020.10.06	15:00:00	1917.61	1919.05	1912.35	1915.74	6780	0	5
2020.10.06	16:00:00	1915.76	1921.09	1911.90	1915.04	8581	0	5
2020.10.06	17:00:00	1915.17	1918.09	1910.99	1911.32	9949	0	5
2020.10.06	18:00:00	1911.32	1913.36	1901.63	1902.10	7879	0	5
2020.10.06	19:00:00	1902.10	1905.95	1900.59	1903.84	5867	0	5
2020.10.06	20:00:00	1903.84	1904.44	1898.44	1900.67	4906	0	5
2020.10.06	21:00:00	1900.67	1906.47	1891.98	1897.42	6477	0	5
2020.10.06	22:00:00	1897.36	1897.40	1886.65	1887.81	11139	0	5
2020.10.06	23:00:00	1887.81	1889.02	1876.78	1877.56	3430	0	5
2020.10.07	01:00:00	1877.88	1879.71	1874.74	1876.17	2574	0	5
2020.10.07	02:00:00	1876.15	1880.69	1875.88	1880.02	2761	0	5
2020.10.07	03:00:00	1880.15	1880.84	1876.48	1878.42	3490	0	5
2020.10.07	04:00:00	1878.44	1880.95	1872.94	1879.56	3421	0	5
2020.10.07	05:00:00	1879.56	1882.13	1878.57	1881.15	3103	0	5
2020.10.07	06:00:00	1881.18	1884.13	1879.58	1882.87	2255	0	5
2020.10.07	07:00:00	1882.87	1883.89	1882.02	1882.67	1646	0	5
2020.10.07	08:00:00	1882.72	1887.24	1881.91	1885.74	2607	0	5
2020.10.07	09:00:00	1885.74	1894.37	1884.90	1894.30	3876	0	5
2020.10.07	10:00:00	1894.38	1898.01	1889.68	1892.92	5455	0	5
2020.10.07	11:00:00	1892.97	1894.81	1889.38	1889.98	3897	0	5
2020.10.07	12:00:00	1889.98	1890.37	1886.57	1888.30	3744	0	5
2020.10.07	13:00:00	1888.29	1889.27	1885.44	1885.75	3382	0	5
2020.10.07	14:00:00	1885.74	1888.98	1882.63	1888.54	4804	0	5
2020.10.07	15:00:00	1888.54	1891.83	1886.21	1889.70	6415	0	5
2020.10.07	16:00:00	1889.70	1890.38	1883.14	1883.18	8413	0	5
2020.10.07	17:00:00	1883.18	1885.64	1879.13	1883.66	9190	0	5
2020.10.07	18:00:00	1883.68	1888.72	1883.46	1885.69	5884	0	5
2020.10.07	19:00:00	1885.69	1887.11	1880.93	1886.37	5917	0	5
2020.10.07	20:00:00	1886.39	1888.81	1885.09	1885.47	4055	0	5
2020.10.07	21:00:00	1885.47	1887.71	1885.15	1885.55	3287	0	5
2020.10.07	22:00:00	1885.55	1887.76	1885.20	1887.00	2861	0	5
2020.10.07	23:00:00	1887.15	1888.66	1886.20	1887.83	977	0	5
2020.10.08	01:00:00	1887.27	1888.32	1886.97	1887.51	888	0	5
2020.10.08	02:00:00	1887.49	1888.20	1886.86	1887.06	1054	0	6
2020.10.08	03:00:00	1887.06	1887.09	1884.25	1886.36	2359	0	5
2020.10.08	04:00:00	1886.36	1889.33	1883.84	1888.47	2873	0	5
2020.10.08	05:00:00	1888.47	1888.64	1885.69	1887.47	2218	0	5
2020.10.08	06:00:00	1887.54	1887.60	1883.36	1885.31	2103	0	5
2020.10.08	07:00:00	1885.25	1886.29	1884.34	1885.61	1409	0	5
2020.10.08	08:00:00	1885.65	1890.31	1885.55	1888.79	2318	0	5
2020.10.08	09:00:00	1888.78	1894.47	1886.78	1894.16	4329	0	5
2020.10.08	10:00:00	1894.32	1895.37	1890.10	1890.87	5093	0	5
2020.10.08	11:00:00	1890.87	1892.95	1890.20	1891.94	3997	0	5
2020.10.08	12:00:00	1891.94	1892.83	1890.21	1892.52	3318	0	5
2020.10.08	13:00:00	1892.57	1894.60	1890.94	1893.47	3632	0	5
2020.10.08	14:00:00	1893.47	1893.81	1890.23	1892.54	4094	0	5
2020.10.08	15:00:00	1892.55	1899.97	1891.11	1898.28	7418	0	5
2020.10.08	16:00:00	1898.29	1900.62	1894.35	1894.60	8980	0	5
2020.10.08	17:00:00	1894.58	1894.70	1883.32	1885.82	10662	0	5
2020.10.08	18:00:00	1885.84	1890.22	1885.54	1888.76	7366	0	5
2020.10.08	19:00:00	1888.79	1890.26	1884.91	1885.30	4548	0	5
2020.10.08	20:00:00	1885.30	1892.46	1882.00	1891.91	5490	0	5
2020.10.08	21:00:00	1892.01	1893.00	1890.11	1892.56	2497	0	5
2020.10.08	22:00:00	1892.56	1894.42	1891.77	1894.32	2355	0	5
2020.10.08	23:00:00	1894.21	1894.86	1892.92	1893.50	930	0	5
2020.10.09	01:00:00	1893.93	1896.63	1893.58	1896.30	1017	0	5
2020.10.09	02:00:00	1896.40	1896.81	1895.12	1895.32	961	0	5
2020.10.09	03:00:00	1895.32	1899.32	1894.97	1899.22	2477	0	5
2020.10.09	04:00:00	1899.22	1906.63	1899.15	1906.53	5796	0	5
2020.10.09	05:00:00	1906.63	1910.08	1905.34	1909.83	3394	0	5
2020.10.09	06:00:00	1909.83	1912.89	1909.69	1910.85	2416	0	5
2020.10.09	07:00:00	1910.85	1911.68	1909.02	1909.02	1425	0	5
2020.10.09	08:00:00	1909.02	1911.93	1908.15	1908.35	2855	0	5
2020.10.09	09:00:00	1908.35	1908.71	1905.63	1907.57	3885	0	5
2020.10.09	10:00:00	1907.57	1913.55	1907.56	1913.15	3948	0	5
2020.10.09	11:00:00	1913.14	1916.55	1913.14	1915.11	4409	0	5
2020.10.09	12:00:00	1915.11	1915.29	1911.74	1913.80	3379	0	5
2020.10.09	13:00:00	1913.76	1918.07	1913.04	1915.98	2726	0	5
2020.10.09	14:00:00	1916.03	1917.59	1912.29	1913.02	3445	0	5
2020.10.09	15:00:00	1913.02	1921.83	1912.93	1920.84	6377	0	5
2020.10.09	16:00:00	1920.84	1924.89	1916.65	1923.28	8906	0	5
2020.10.09	17:00:00	1923.28	1929.24	1922.35	1926.39	8571	0	5
2020.10.09	18:00:00	1926.41	1927.80	1919.95	1920.17	6898	0	5
2020.10.09	19:00:00	1920.35	1925.78	1919.57	1923.40	6519	0	5
2020.10.09	20:00:00	1923.41	1925.66	1920.61	1925.05	4742	0	5
2020.10.09	21:00:00	1925.06	1929.67	1924.73	1928.17	4857	0	5
2020.10.09	22:00:00	1928.17	1929.12	1926.11	1928.83	3087	0	5
2020.10.09	23:00:00	1928.83	1930.41	1927.87	1929.87	1155	0	6
2020.10.12	01:00:00	1926.89	1930.67	1926.53	1929.20	1970	0	5
2020.10.12	02:00:00	1929.27	1933.18	1928.43	1929.08	3144	0	5
2020.10.12	03:00:00	1928.93	1929.02	1922.64	1925.05	3532	0	5
2020.10.12	04:00:00	1925.00	1930.35	1921.41	1927.17	6559	0	5
2020.10.12	05:00:00	1927.17	1927.51	1924.02	1927.40	3306	0	5
2020.10.12	06:00:00	1927.40	1929.56	1925.62	1927.26	2731	0	5
2020.10.12	07:00:00	1927.20	1930.49	1926.95	1928.64	2054	0	5
2020.10.12	08:00:00	1928.64	1931.88	1928.10	1930.46	3474	0	5
2020.10.12	09:00:00	1930.49	1931.73	1925.21	1926.09	4464	0	5
2020.10.12	10:00:00	1926.09	1927.93	1923.89	1926.16	4121	0	5
2020.10.12	11:00:00	1926.16	1926.51	1922.44	1923.60	3558	0	5
2020.10.12	12:00:00	1923.61	1923.80	1919.02	1922.23	3978	0	5
2020.10.12	13:00:00	1922.21	1923.47	1919.90	1919.90	2924	0	5
2020.10.12	14:00:00	1919.91	1924.97	1918.20	1924.54	3353	0	5
2020.10.12	15:00:00	1924.54	1928.38	1922.04	1925.13	5277	0	5
2020.10.12	16:00:00	1925.13	1925.13	1919.62	1924.10	7790	0	5
2020.10.12	17:00:00	1924.10	1925.95	1919.17	1924.39	7543	0	5
2020.10.12	18:00:00	1924.39	1924.68	1920.17	1923.07	5056	0	5
2020.10.12	19:00:00	1923.07	1925.80	1921.94	1924.86	4230	0	5
2020.10.12	20:00:00	1924.86	1925.41	1921.97	1923.40	3969	0	5
2020.10.12	21:00:00	1923.40	1923.79	1920.21	1923.02	3005	0	5
2020.10.12	22:00:00	1923.01	1924.24	1922.06	1923.36	2456	0	5
2020.10.12	23:00:00	1923.36	1923.46	1921.55	1922.63	636	0	10
2020.10.13	01:00:00	1923.88	1924.34	1923.30	1923.95	728	0	5
2020.10.13	02:00:00	1923.98	1925.37	1923.52	1925.03	1000	0	5
2020.10.13	03:00:00	1925.03	1925.03	1918.45	1921.78	3753	0	5
2020.10.13	04:00:00	1921.70	1921.70	1916.55	1916.64	4370	0	5
2020.10.13	05:00:00	1916.66	1917.27	1911.11	1913.07	5481	0	5
2020.10.13	06:00:00	1913.01	1913.10	1910.52	1911.37	2724	0	5
2020.10.13	07:00:00	1911.36	1912.44	1910.17	1912.10	2318	0	5
2020.10.13	08:00:00	1912.15	1916.83	1911.16	1914.94	4016	0	5
2020.10.13	09:00:00	1914.96	1918.61	1913.58	1916.36	4089	0	5
2020.10.13	10:00:00	1916.36	1920.58	1914.57	1918.59	4308	0	5
2020.10.13	11:00:00	1918.59	1925.14	1918.04	1922.69	3603	0	5
2020.10.13	12:00:00	1922.69	1924.13	1920.74	1921.04	3080	0	5
2020.10.13	13:00:00	1921.04	1922.22	1919.84	1921.11	2952	0	5
2020.10.13	14:00:00	1921.11	1922.50	1918.42	1920.25	4027	0	5
2020.10.13	15:00:00	1920.25	1924.07	1909.36	1909.48	7403	0	5
2020.10.13	16:00:00	1909.48	1909.76	1893.21	1895.90	9845	0	5
2020.10.13	17:00:00	1895.90	1896.05	1886.37	1892.46	10362	0	5
2020.10.13	18:00:00	1892.42	1895.47	1890.00	1894.60	6579	0	5
2020.10.13	19:00:00	1894.60	1894.62	1890.32	1891.30	5850	0	5
2020.10.13	20:00:00	1891.35	1893.09	1888.63	1890.47	4578	0	5
2020.10.13	21:00:00	1890.47	1895.06	1889.32	1894.59	3974	0	5
2020.10.13	22:00:00	1894.56	1895.22	1892.42	1893.04	2631	0	5
2020.10.13	23:00:00	1893.04	1893.78	1890.81	1891.07	1263	0	5
2020.10.14	01:00:00	1892.95	1893.49	1892.01	1892.09	893	0	15
2020.10.14	02:00:00	1892.09	1893.48	1891.07	1893.40	1366	0	8
2020.10.14	03:00:00	1893.40	1894.40	1890.08	1891.79	2661	0	5
2020.10.14	04:00:00	1891.79	1892.81	1882.46	1890.34	6497	0	5
2020.10.14	05:00:00	1890.25	1895.69	1889.99	1895.59	3834	0	5
2020.10.14	06:00:00	1895.58	1897.88	1894.52	1896.04	2767	0	5
2020.10.14	07:00:00	1896.04	1897.63	1894.07	1894.42	2050	0	5
2020.10.14	08:00:00	1894.49	1895.77	1892.68	1895.14	2547	0	5
2020.10.14	09:00:00	1895.14	1898.03	1894.21	1897.17	3152	0	5
2020.10.14	10:00:00	1897.18	1897.75	1892.95	1895.55	3307	0	5
2020.10.14	11:00:00	1895.55	1900.00	1895.55	1898.98	3310	0	5
2020.10.14	12:00:00	1898.97	1900.36	1895.39	1897.96	2697	0	5
2020.10.14	13:00:00	1897.95	1899.78	1894.51	1898.50	3246	0	5
2020.10.14	14:00:00	1898.50	1902.79	1898.02	1900.26	3475	0	5
2020.10.14	15:00:00	1900.26	1909.23	1898.84	1907.79	6651	0	5
2020.10.14	16:00:00	1907.79	1912.94	1904.86	1912.29	7163	0	5
2020.10.14	17:00:00	1912.30	1912.68	1905.97	1907.14	7757	0	5
2020.10.14	18:00:00	1907.16	1912.13	1902.74	1903.18	6887	0	5
2020.10.14	19:00:00	1903.18	1904.50	1899.76	1901.23	7337	0	5
2020.10.14	20:00:00	1901.23	1904.09	1900.95	1902.61	3882	0	5
2020.10.14	21:00:00	1902.61	1903.42	1900.33	1902.65	2898	0	5
2020.10.14	22:00:00	1902.66	1904.54	1899.46	1899.67	2561	0	5
2020.10.14	23:00:00	1899.65	1902.12	1899.14	1900.49	1101	0	5
2020.10.15	01:00:00	1901.54	1902.58	1898.46	1899.30	1231	0	9
2020.10.15	02:00:00	1899.32	1900.37	1896.92	1898.21	1473	0	6
2020.10.15	03:00:00	1898.08	1900.30	1894.58	1895.88	2729	0	5
2020.10.15	04:00:00	1895.83	1897.74	1891.86	1897.12	5114	0	5
2020.10.15	05:00:00	1897.12	1898.43	1893.57	1894.87	3127	0	5
2020.10.15	06:00:00	1894.85	1898.30	1893.20	1898.24	2489	0	5
2020.10.15	07:00:00	1898.24	1901.97	1896.95	1901.19	2147	0	5
2020.10.15	08:00:00	1901.19	1901.95	1898.13	1898.53	2415	0	5
2020.10.15	09:00:00	1898.50	1900.42	1895.97	1898.02	4462	0	5
2020.10.15	10:00:00	1898.03	1903.68	1896.30	1902.32	4728	0	5
2020.10.15	11:00:00	1902.36	1902.70	1892.68	1894.77	5492	0	5
2020.10.15	12:00:00	1894.77	1896.98	1889.82	1896.55	5692	0	5
2020.10.15	13:00:00	1896.65	1897.55	1892.47	1896.60	4674	0	5
2020.10.15	14:00:00	1896.60	1897.19	1891.40	1891.62	4243	0	5
2020.10.15	15:00:00	1891.62	1896.57	1889.48	1895.28	7718	0	5
2020.10.15	16:00:00	1895.22	1902.08	1891.56	1895.58	10613	0	5
2020.10.15	17:00:00	1895.52	1901.20	1891.84	1899.60	9696	0	5
2020.10.15	18:00:00	1899.60	1906.84	1899.16	1903.56	8065	0	5
2020.10.15	19:00:00	1903.58	1904.80	1901.90	1903.58	4089	0	5
2020.10.15	20:00:00	1903.58	1907.62	1902.69	1905.31	3140	0	5
2020.10.15	21:00:00	1905.31	1907.15	1904.31	1905.88	2409	0	5
2020.10.15	22:00:00	1905.88	1908.50	1905.10	1906.59	3086	0	5
2020.10.15	23:00:00	1906.59	1908.90	1906.38	1907.92	1184	0	5
2020.10.16	01:00:00	1908.74	1908.88	1907.10	1907.38	782	0	5
2020.10.16	02:00:00	1907.38	1908.76	1905.62	1906.38	880	0	5
2020.10.16	03:00:00	1906.44	1907.44	1904.90	1907.44	2232	0	5
2020.10.16	04:00:00	1907.46	1910.67	1906.18	1907.79	3937	0	5
2020.10.16	05:00:00	1907.82	1909.04	1905.80	1908.27	2220	0	5
2020.10.16	06:00:00	1908.27	1909.07	1905.06	1905.90	2030	0	5
2020.10.16	07:00:00	1905.94	1906.20	1903.96	1905.73	1786	0	5
2020.10.16	08:00:00	1905.75	1908.90	1904.85	1905.71	2717	0	5
2020.10.16	09:00:00	1905.70	1906.67	1902.73	1905.79	3707	0	5
2020.10.16	10:00:00	1905.78	1909.89	1904.56	1909.29	4738	0	5
2020.10.16	11:00:00	1909.33	1912.49	1908.53	1909.89	4082	0	5
2020.10.16	12:00:00	1909.88	1910.60	1906.55	1907.40	3081	0	5
2020.10.16	13:00:00	1907.40	1910.05	1905.85	1908.41	3423	0	5
2020.10.16	14:00:00	1908.41	1911.31	1907.87	1909.30	3715	0	5
2020.10.16	15:00:00	1909.31	1913.92	1905.10	1906.85	6253	0	5
2020.10.16	16:00:00	1906.79	1910.46	1903.79	1905.88	7523	0	5
2020.10.16	17:00:00	1905.94	1909.38	1898.85	1902.23	8178	0	5
2020.10.16	18:00:00	1902.18	1903.63	1897.76	1901.47	6088	0	5
2020.10.16	19:00:00	1901.41	1903.11	1899.67	1902.85	3774	0	5
2020.10.16	20:00:00	1902.85	1904.35	1901.24	1901.99	2559	0	5
2020.10.16	21:00:00	1901.97	1903.74	1901.27	1903.59	2087	0	5
2020.10.16	22:00:00	1903.59	1903.59	1899.07	1899.45	2484	0	5
2020.10.16	23:00:00	1899.45	1900.16	1897.81	1898.76	1082	0	5
2020.10.19	01:00:00	1899.71	1902.97	1899.21	1900.54	1482	0	6
2020.10.19	02:00:00	1900.59	1901.21	1898.58	1900.72	1233	0	5
